x1_phys,x2_phys,x3_phys,x4_phys,sigma_0,sigma_1,sigma_2,sigma_3
0.6330922,4984.9834,0.12541568,8.289594,0.15993243,0.09085429,0.07302617,0.05894261
0.60745084,5733.0063,0.15716399,7.9410543,0.14471312,0.08623355,0.0697769,0.04960938
0.6087297,5716.8315,0.15160033,8.067689,0.14432648,0.08821979,0.06908194,0.050726503
0.62185675,5275.7476,0.14349942,7.91446,0.13533318,0.10549906,0.05996739,0.0461386
0.6429523,5081.2383,0.24506809,10.680874,0.18128334,0.09981565,0.08375531,0.06901611
0.6475424,3328.4229,0.7937269,3.683382,0.12355375,0.09144157,0.086700775,0.06783138
0.6869668,2048.5557,0.24730411,1.3972849,0.16819611,0.1041771,0.082643874,0.07106795
0.7021518,2262.4185,0.21829823,2.419905,0.17140381,0.089471,0.07820843,0.058379985
0.63388866,3724.9219,1.0998678,4.1018667,0.14253372,0.09380111,0.09589079,0.062369097
0.63156676,3425.3613,1.4319807,3.0196373,0.1490679,0.1432213,0.11254357,0.04493696
0.6525413,3436.4622,1.0952281,4.0686483,0.14557415,0.15192735,0.11425639,0.048608422
0.617115,4556.0903,0.93053854,5.4265823,0.10853425,0.06925402,0.10290482,0.08572775
0.67810506,3592.142,1.1058489,7.2044115,0.10893506,0.07453822,0.11707368,0.06458186
0.6045217,4665.0103,3.3091967,4.7874613,0.1456463,0.12450169,0.10925965,0.068404935
0.59340894,5174.9946,2.4963825,4.648087,0.15866843,0.13810495,0.11440437,0.063202105
0.6903436,3253.9343,1.6202028,7.0515347,0.11615424,0.08526237,0.06595445,0.07351595
0.6347854,4920.1714,1.9535457,8.364819,0.17796963,0.12389256,0.09455193,0.06682269
0.6148609,5425.4424,2.830283,7.987006,0.18056466,0.09789905,0.08587487,0.061262082
0.6502562,3338.732,0.8979982,3.5723572,0.13601437,0.09944953,0.07232284,0.072678156
0.65622514,3276.4426,1.1969675,3.8277774,0.1429307,0.09952821,0.07443609,0.07085284
0.74413025,1526.5267,1.1829529,1.3290856,0.14072569,0.11864876,0.075433366,0.10527135
0.73698246,2040.6985,1.3507618,2.9726684,0.1364982,0.094693154,0.08042996,0.09637623
0.5827365,4854.9595,3.3367484,3.8189554,0.14264464,0.108703196,0.107039034,0.06568525
0.59113437,4745.452,3.2064312,3.630558,0.14186703,0.10594147,0.10667851,0.067214176
0.5768627,4533.68,3.2832139,3.2471476,0.14391491,0.10372697,0.097605094,0.07265806
0.62748766,5490.809,3.1695826,9.986843,0.1586189,0.10376754,0.08682059,0.0855309
0.6904887,2988.3328,0.3813702,5.2339807,0.14312057,0.07661586,0.09505682,0.06531913
0.59302497,5427.95,1.2362264,5.6178427,0.12616464,0.09928424,0.08686628,0.06540727
0.60363334,5306.836,1.2498415,6.1595564,0.12710854,0.09392309,0.08666477,0.06661363
0.6362981,3999.3096,1.7336317,4.85744,0.1142108,0.083076276,0.08153891,0.06086501
0.62128025,4858.0063,0.7261302,6.3974032,0.1133734,0.08695683,0.08765462,0.0464848
0.63993406,4038.4224,0.2504815,5.3171062,0.14105846,0.08998796,0.074647956,0.079365335
0.6541308,3416.9363,1.1681877,4.0604157,0.1384494,0.10410932,0.07651513,0.05999519
0.65893096,2841.2776,0.25739187,2.4697495,0.14241107,0.121355765,0.08490363,0.069604136
0.6192033,4954.3906,0.26052204,6.745148,0.12585472,0.08050288,0.072905615,0.05672745
0.61340624,4821.0654,0.33601582,5.7715836,0.11457176,0.08719086,0.08653911,0.06378403
0.6188038,4781.6914,0.21254854,6.078797,0.1215197,0.08815169,0.083969146,0.06793323
0.6921022,3290.8164,1.1368445,7.597204,0.18488806,0.103693984,0.11004714,0.059666872
0.6941143,2963.0872,1.5934153,5.533803,0.16005722,0.10343095,0.08967069,0.05873199
0.67644095,3478.1677,0.90222174,6.757922,0.16826391,0.10951236,0.08865681,0.06689875
0.611171,4572.9185,0.4884971,5.000071,0.12180338,0.091512695,0.07768067,0.07902402
0.6216817,3044.6047,0.51815957,1.79649,0.1886647,0.10604776,0.08113044,0.061136425
0.5783679,2956.7197,2.0785253,1.1229427,0.21717393,0.106081724,0.06923817,0.0544136
0.67903554,2993.4087,3.7022758,4.415713,0.1997772,0.08968587,0.08432245,0.07494668
0.56882834,2945.436,0.92893827,0.9704373,0.12205085,0.10615342,0.07444829,0.060139176
0.65516055,2299.7485,0.8295402,1.3832787,0.12843661,0.0836164,0.06683095,0.068772264
0.6650125,3040.0828,0.6972102,3.4748952,0.1328035,0.10003536,0.09481302,0.06102502
0.67301154,2952.473,1.2842453,3.6917615,0.10896787,0.08710575,0.10212996,0.061760705
0.6382104,2800.2517,1.9743295,1.8932394,0.118344404,0.06796471,0.12873374,0.06206363
0.721184,2095.1948,3.2419953,2.681174,0.12303568,0.072491966,0.13615072,0.070182666
0.51813227,4179.134,2.0391114,1.30588,0.15478235,0.09305391,0.13904616,0.06380437
0.68846834,2200.9883,3.5832038,1.9450467,0.13689023,0.07960108,0.095410496,0.069282226
0.57769144,3618.8582,0.37554622,1.6786578,0.112681545,0.123141736,0.057335068,0.069710754
0.6410402,2364.655,0.775864,1.2521907,0.12422235,0.13144109,0.068621814,0.06117718
0.662528,4019.875,2.6449666,8.2416315,0.1758199,0.07888893,0.09899165,0.09523357
0.6820493,3689.0813,2.4727132,8.577036,0.15116355,0.09720039,0.08240197,0.07352558
0.69992346,2827.4595,2.0072567,5.3297997,0.149931,0.07937843,0.07672283,0.08159795
0.6706289,2637.6033,1.7819718,2.5630531,0.14536577,0.08939023,0.088584356,0.08145821
0.66243446,3076.7283,1.4389861,3.562031,0.13287435,0.07997175,0.08318941,0.08267927
0.6298935,4592.457,3.2837229,6.177655,0.15710865,0.12524134,0.06751901,0.053397812
0.6021153,3756.2312,5.2074003,2.7294898,0.14207496,0.120560974,0.07655624,0.060446784
0.6555467,3743.267,0.42081088,5.500076,0.12603043,0.08254411,0.1016992,0.085237734
0.62035614,2182.5732,1.9511673,0.76281315,0.198006,0.09057969,0.08395907,0.060083125
0.6092163,5055.8193,1.8981199,5.9368734,0.11359592,0.09665488,0.071250774,0.07497055
0.6551851,2068.0405,1.1916898,0.9941645,0.16996816,0.0957297,0.07965718,0.06162919
0.6192589,5023.4023,0.68466544,6.6099567,0.16099823,0.08959803,0.0768206,0.07644743
0.67306256,2031.8644,1.9465815,1.1644447,0.10312786,0.09298442,0.07413435,0.049573164
0.6683986,2567.8193,1.5229731,2.178386,0.10928203,0.10331021,0.08044511,0.06776323
0.6606245,2091.0447,2.3284557,1.097328,0.11619354,0.09900784,0.07919681,0.067539826
0.64648116,2556.4578,2.4891782,1.5605197,0.12571737,0.104750134,0.07422906,0.061658554
0.66214174,2815.3562,2.0166728,2.6454718,0.13179728,0.12245732,0.066730656,0.066563174
0.65879256,2888.3213,0.8216406,2.6896968,0.166231,0.13000351,0.06988644,0.075507395
0.6201343,4200.8384,1.7025816,4.2928667,0.12356948,0.09557635,0.07619664,0.053530302
0.6349573,3349.26,1.2698166,2.9403348,0.13980629,0.10266319,0.07974189,0.06790167
0.6345976,4150.1685,0.8063405,5.0742617,0.11979983,0.16099617,0.070108265,0.09931189
0.653897,2719.779,1.8859004,2.093953,0.11979966,0.06796296,0.08184243,0.055506103
0.6296983,2617.313,1.3654768,1.4924521,0.124394104,0.07212614,0.083694905,0.07316585
0.70931935,2464.8494,3.2854393,4.034586,0.12287111,0.07962023,0.07905453,0.08484003
0.5417133,2996.7954,0.5628806,0.7713605,0.18115962,0.12883037,0.06974036,0.047884986
0.74224865,2045.6097,0.35226822,3.6019666,0.13693455,0.14511451,0.07597622,0.076252654
0.65860015,2244.2156,0.4643593,1.2985449,0.13043444,0.14038773,0.070985176,0.06737574
0.69604766,2403.7122,0.5125036,2.6446054,0.13171853,0.11353532,0.06725328,0.06370949
0.713389,2358.4758,0.68466634,3.3684378,0.15313534,0.11012491,0.063434154,0.071592785
0.57058406,5168.519,0.41046652,3.4669948,0.2526007,0.07556841,0.081581004,0.0727822
0.70460993,2769.5354,2.3811624,5.4665194,0.15470117,0.13612685,0.06531217,0.06513182
0.62304175,5371.5645,2.1189575,9.147581,0.12640268,0.10481981,0.05772191,0.06534935
0.635515,4968.46,1.8754343,8.452978,0.13694438,0.16276667,0.061027624,0.067472726
0.639305,5396.2236,2.0221183,11.193623,0.13118124,0.15809597,0.074773,0.05375036
0.59678817,7104.623,0.6110651,11.058469,0.10992436,0.14562342,0.087442465,0.06807868
0.5979333,7152.703,0.40214145,11.729353,0.11195312,0.124869294,0.08395165,0.08159703
0.5797771,7969.3403,0.27739727,10.895486,0.1262226,0.1286367,0.07241363,0.10333987
0.69846326,2726.0059,0.05291727,4.703092,0.17400515,0.080653764,0.110797286,0.056298275
0.64699614,3113.6953,0.080635004,2.9219253,0.16153365,0.06878545,0.094695,0.057681337
0.6474916,3797.5488,0.038472794,5.174632,0.15931506,0.092960775,0.06351416,0.06657608
0.6178362,3707.8828,0.3859283,2.8510938,0.15280026,0.10338085,0.10385364,0.06842798
0.62816644,2005.48,0.25737968,0.6422578,0.19850318,0.07819941,0.06703396,0.070435084
0.6601734,4318.468,0.17973393,9.36539,0.16829522,0.110447615,0.083288446,0.061361834
0.6441292,4539.5654,0.17662746,7.986951,0.16171223,0.12582324,0.07838746,0.058606144
0.59275156,5239.7007,0.057863705,5.140456,0.17130923,0.109201916,0.12116311,0.06944036
0.6686746,3302.9775,0.30132186,4.7111998,0.15678425,0.10036726,0.093937315,0.07186593
0.5562276,4737.186,0.74089193,2.5447075,0.16234727,0.10291721,0.11104742,0.07889516
0.65373904,3539.0928,1.9246958,4.5569077,0.11343121,0.104618505,0.091321066,0.12430631
