x1_phys,x2_phys,x3_phys,x4_phys,sigma_0,sigma_1,sigma_2,sigma_3
0.6426945,4093.74,2.9600153,6.0565066,0.14545876,0.08753687,0.075484335,0.052384034
0.59307265,3775.639,1.9651768,2.3691094,0.1340715,0.1265227,0.089163154,0.07091653
0.6744075,3630.9573,2.604101,7.6714277,0.18001318,0.11067373,0.06558477,0.08408682
0.6617976,1973.7058,1.4561262,0.951438,0.062138073,0.13435166,0.08243754,0.060920265
0.6758541,2192.8887,1.2922072,1.7311847,0.06846955,0.12596543,0.09919596,0.06285614
0.6310174,3139.2905,1.4243411,2.2367544,0.0661831,0.101443835,0.07316841,0.06438006
0.67797905,3304.0847,2.2234993,5.9176183,0.15410039,0.26487604,0.073290266,0.0772055
0.6075967,2051.7446,1.7513645,0.5831588,0.09206185,0.0683051,0.08874804,0.067989506
0.61812836,1544.6318,4.7345986,0.32561892,0.12987219,0.07420981,0.07425487,0.0618371
0.6526364,4497.7656,0.45802486,9.280415,0.0959891,0.107292034,0.08056641,0.10083125
0.5512752,4731.5024,0.37090647,2.3709311,0.12881026,0.12036364,0.06281703,0.13036421
0.6042127,4727.0454,0.109642036,4.8370824,0.14130332,0.10618949,0.09508025,0.10469915
0.68065405,2410.3328,4.206688,2.2806144,0.08955905,0.111575425,0.06454283,0.04742123
0.63656026,2605.485,1.2739718,1.6452589,0.10421237,0.12096458,0.10147707,0.07472675
0.6448986,1956.6831,2.279451,0.84236777,0.121481575,0.12387077,0.0972168,0.05874542
0.54858166,1952.0917,1.0484223,0.3316677,0.15629205,0.072377056,0.077466905,0.067108415
0.5838278,1772.6907,0.7437691,0.3577466,0.16145281,0.077446125,0.07362655,0.06006101
0.55870676,1749.046,0.72844356,0.29378587,0.15379114,0.09185926,0.07123187,0.05711162
0.52373856,2061.4802,0.26786792,0.34171963,0.15710753,0.11786501,0.13597521,0.06419505
0.51937276,2027.7609,0.30567193,0.31162056,0.16054964,0.1244491,0.14964642,0.06801387
0.5836161,1821.259,0.25217792,0.37648067,0.14650658,0.11292082,0.11158399,0.060092036
